CO2        Photon                 O          CO                                            8.900e-10  0.000e+00  3.000e+00 1.00e+01 0.00e+00 logn  3  -9999   9999  2   122 1  2
CO2        Photon                 O          CO                                            1.400e-09  0.000e+00  3.000e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   122 2  2
CO2        Photon                 O          CO                                            9.150e-10  0.000e+00  3.405e+00 1.20e+00 0.00e+00 logn  3  -9999   9999  2   122 3  2
H2O        Photon                 H          OH                                            8.000e-10  0.000e+00  2.200e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   123 1  2
H2O        Photon                 H          OH                                            5.900e-10  0.000e+00  2.200e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   123 2  2
H2O        Photon                 H          OH                                            5.900e-10  0.000e+00  2.535e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   123 3  2
H2O        Photon                 H2O+       e-                                            3.100e-11  0.000e+00  3.900e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   124 1  2
H2O        Photon                 O          H2                                            1.800e-10  0.000e+00  3.134e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   125 1  2
H2S        Photon                 H          HS                                            3.100e-09  0.000e+00  2.270e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   126 1  2
H2S        Photon                 H          HS                                            2.900e-09  0.000e+00  2.270e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   126 2  2
H2S        Photon                 H          HS                                            3.120e-09  0.000e+00  2.641e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   126 3  2
H2S        Photon                 H2S+       e-                                            7.300e-10  0.000e+00  3.090e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   127 1  2
H2S        Photon                 H2S+       e-                                            6.300e-10  0.000e+00  3.090e+00 1.50e+00 0.00e+00 logn  3  -9999   9999  2   127 2  2
H2S        Photon                 H2S+       e-                                            7.810e-10  0.000e+00  2.641e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   127 3  2
HCN        Photon                 H          CN                                            1.600e-09  0.000e+00  2.690e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   128 1  2
HCN        Photon                 H          CN                                            1.300e-09  0.000e+00  2.690e+00 2.00e+00 0.00e+00 logn  3  -9999   9999  2   128 2  2
HCN        Photon                 H          CN                                            1.640e-09  0.000e+00  3.125e+00 1.30e+00 0.00e+00 logn  3  -9999   9999  2   128 3  2
