C9O         0.000e+00 0.00e+00  7.550e+03 0.00e+00 1      H2O 1
C2H5CHO     0.000e+00 0.00e+00  4.500e+03 1.35e+03 1      H2O 2
C10H        0.000e+00 0.00e+00  8.450e+03 0.00e+00 1      H2O 1
C11         0.000e+00 0.00e+00  9.600e+03 0.00e+00 1      H2O 1
C9H2        0.000e+00 0.00e+00  8.187e+03 0.00e+00 1      H2O 1
CH3C6H      0.000e+00 0.00e+00  7.487e+03 0.00e+00 1      H2O 1
HC9N        0.000e+00 0.00e+00  9.380e+03 0.00e+00 1      H2O 1
C3H8        0.000e+00 0.00e+00  6.087e+03 0.00e+00 1      H2O 1
C3H8        0.000e+00 0.00e+00  1.600e+03 4.80e+02 1      H2O 2
C8H3        0.000e+00 0.00e+00  7.837e+03 0.00e+00 1      H2O 1
C10N        0.000e+00 0.00e+00  8.800e+03 0.00e+00 1      H2O 1
CH3C7N      0.000e+00 0.00e+00  9.480e+03 0.00e+00 1      H2O 1
C6H6        0.000e+00 0.00e+00  7.587e+03 0.00e+00 1      H2O 1
C10H2       0.000e+00 0.00e+00  8.550e+03 0.00e+00 1      H2O 1
C8H4        0.000e+00 0.00e+00  8.287e+03 0.00e+00 1      H2O 1
